TargetID,DB00284,DB06203,DB01076,DB12236,DB01200,DB08907,DB00672,DB00930,DB06292,DB09038,DB11827,DB16165,DB12412,DB01120,DB00222,DB01067,DB01251,DB01016,DB08882,DB00166,DB00678,DB12214,DB00331,DB00491,DB01252,DB00731,DB01132,DB01278,DB00912,DB00412,DB06335,DB13928,DB00641,DB01261,DB12713,DB11950,DB00839,DB01124,DB00273,DB15323,DB04876,DB04878
T06031,0.00057216093,0.0028843607,2.266803e-05,0.00020020331,0.00020722329,0.003129528,0.00054361654,0.00064765656,0.0018998113,0.00044028254,0.00011257754,0.011794449,0.0027702106,1.5725576e-05,4.6581863e-05,4.067208e-05,0.00020590451,1.2857971e-05,0.00010466846,0.00048196156,1.4412752e-05,0.01202843,0.023401601,0.00041222322,4.1936448e-05,5.6860936e-05,0.0064984025,0.0003288284,0.0037761722,0.025086807,0.008025899,0.00018063824,0.0014866584,0.050823923,0.0014457928,0.0005732649,0.00042774028,0.0003907255,0.0002966509,0.0043868744,0.0036958365,6.167313e-05
T76508,2.0234665e-05,0.0007882955,9.230388e-07,7.390197e-05,2.404666e-05,0.0003075354,0.00032534276,2.2866083e-05,0.000839248,5.0582115e-05,2.3628569e-05,0.0008661948,5.306771e-06,2.462967e-05,5.6580207e-05,4.033786e-06,3.5485013e-05,0.000104994644,5.0101804e-05,2.7386339e-05,1.9570216e-06,0.0043897973,0.007780319,3.082162e-05,2.4767009e-05,8.484838e-06,0.00025098928,0.0009974741,9.6767726e-05,0.021845695,7.097086e-05,6.6691144e-05,0.0035187704,0.00066826586,0.0004514094,0.00033160535,0.00022168529,0.0010948203,3.3263583e-05,5.2796324e-05,0.00010716771,1.1448848e-06
T65200,2.0477924e-05,1.3226318e-05,6.73926e-05,0.32199788,0.00026325238,0.6147598,0.0017755157,0.0008565614,0.82583886,0.7051835,0.55176586,0.40062392,0.0004374545,0.03640587,9.2417074e-05,4.7439633e-05,0.00038353173,0.00023602981,8.244582e-06,0.010129503,0.00032695028,0.08085711,0.011386782,0.0010499086,0.4804109,0.0040003695,0.0016549793,6.80683e-06,0.35505074,0.16973673,0.0014348864,9.854818e-06,0.31900832,0.0052320273,0.92945844,4.4141267e-05,0.03370439,0.0015860641,0.48677507,6.737441e-06,0.09375619,5.8783673e-05
T91661,0.022928689,0.00071268604,0.0018520578,0.0007485849,0.15166396,0.0066467584,1.0977761e-05,0.0003706476,0.0040959166,0.0018174251,0.001011994,6.282177e-05,5.0201666e-05,0.0003388494,0.00022239368,0.0046846317,5.4211145e-05,0.00018948728,0.028333012,1.972284e-05,0.00016974239,0.0020092374,0.0039174706,0.0023824964,0.00038986915,4.5151337e-05,2.5913378e-06,0.00023504796,2.5398009e-05,0.0057571013,0.00054855976,0.001160988,0.0003666694,0.00047865647,0.001534956,0.0012555214,0.00015150293,0.00011032475,0.0026868288,0.00019462842,0.001274903,0.009776699
T78429,0.00011829266,0.00013082018,0.00012836448,0.002080727,5.413815e-05,0.08544327,0.003790496,0.0018291422,0.008662708,0.0022267299,9.416852e-05,0.0011027713,1.0510722e-05,0.0010375225,6.108454e-06,1.2823193e-05,1.2952561e-06,6.1646347e-06,0.0001351388,0.0009616874,0.00025760234,0.0005010291,0.06684013,3.896301e-05,0.0008283909,0.0007490108,0.0005091951,4.5781497e-05,0.012791313,0.019804187,4.7528476e-05,9.056459e-06,0.005129901,0.00066873076,0.007093352,8.029171e-05,0.005661653,0.009400162,0.009425353,1.3847694e-05,7.568641e-05,9.83524e-07
T20401,0.011764674,0.00023968275,3.1243516e-07,0.00062233076,4.52744e-06,0.00040046923,0.9616659,0.153614,0.0010748093,0.00054022705,0.00042672153,1.5162645e-05,1.0917435e-06,0.73928535,0.0022827424,0.0006824187,0.0016864673,0.0011685191,1.0972965e-06,0.005678014,4.428404e-06,0.0013826237,0.43049574,0.8816426,1.6352688e-07,5.27976e-06,0.003276321,0.003349029,5.788285e-05,0.0049965824,0.00036788455,0.0048485235,3.5831796e-05,7.074618e-05,0.0009543161,4.818795e-05,0.45854673,0.77853364,0.8167404,0.0005956179,0.0009334476,0.78107995
T78709,0.0014816646,0.7776974,4.9489805e-05,1.9128734e-05,0.06787812,1.6133856e-05,0.003462543,0.8936808,0.00015135652,2.0706113e-05,1.2218751e-05,0.0028023922,5.7712547e-05,0.0013416901,0.00045691003,0.0039236955,0.0025395497,0.018266339,0.011568417,0.0013536594,8.768626e-07,0.00055496953,0.031724658,0.05231016,0.003412286,0.00089805364,0.0014538524,3.4029912e-05,0.00010415054,0.1501704,4.457041e-06,8.161924e-06,1.2045861e-05,0.01751534,0.0011970492,0.99195296,0.0019224078,0.002202714,2.1326823e-05,0.21911798,0.27299273,0.013272775
T76198,9.893739e-05,3.7457519e-06,0.19797099,0.6518652,0.02104549,0.20942365,0.0050398605,9.048197e-06,0.41467282,0.4575494,0.105093524,0.018026453,0.0012626636,0.014475587,0.029713655,0.06772431,0.043848265,0.10532223,6.200601e-06,0.032427054,0.007077993,0.6754525,2.5152424e-06,4.724559e-06,0.35506067,0.062247735,0.0052321884,0.0020737574,0.81839246,0.00063559855,4.669732e-05,0.0059302766,0.017005337,0.00060350914,0.16395074,9.357761e-06,0.016071131,0.013832729,0.0006269469,6.8981416e-07,0.0012692056,2.7051265e-05
T49898,0.00031446913,9.536971e-05,7.4799564e-06,0.00018005323,0.0015607615,0.0030870873,0.011358244,0.00039968264,0.0022225007,0.0004479459,0.0003166388,0.00021245705,2.0031053e-05,0.002421576,0.00029855274,0.004852386,1.2962636e-05,0.00094396906,7.755164e-05,0.0015545394,0.0038732653,0.00025892482,0.012577563,9.2934235e-05,0.00013420728,0.0008608595,0.21307288,2.2155567e-05,0.0019747533,0.7857974,5.8586684e-05,7.1207696e-06,0.00024823457,0.0024997818,0.0024513472,0.0018748206,0.0032139001,0.00856876,0.005748944,1.5219375e-05,0.0011965159,0.00014658342
T70977,0.00079891225,0.00094069773,1.8674154e-05,0.00046564543,0.013761529,0.001499642,0.0009532151,0.0017262585,0.0016942644,0.0006210805,0.0009820631,0.15473887,0.0008064966,0.00015229461,0.008587954,0.0005344824,0.00029712758,0.00022210927,0.0008618757,0.0016923203,0.0010336717,0.030838111,0.05072095,0.00042317944,0.00095044874,0.0015546802,0.057448838,0.014419377,0.014564706,0.8052006,0.00025624695,0.0025215107,0.00033630678,0.027921544,0.002325517,0.0024992765,0.00052533497,0.0013528487,0.0049713254,0.00029518272,0.00016554067,0.00015730452
T98459,0.0003249996,0.00036329555,0.0035876248,0.0004151616,0.005805014,0.0028253736,5.22175e-05,2.4867239e-05,0.0005189906,0.0010428563,0.0046865,0.000519979,0.0014230324,1.8520814e-05,0.0012937987,0.00033633725,0.0016755236,6.638391e-05,0.0042283856,0.00068495976,0.015082598,0.0013020204,0.0019078444,0.00058430264,4.1539777e-05,2.2353384e-05,0.39905983,0.00020363422,4.7109723e-05,0.06656218,0.00017505218,0.000113386624,0.00019202344,0.116317324,0.0036267547,0.0021636519,5.5954195e-05,4.326351e-05,0.068997785,0.00012841653,2.7897326e-05,0.001118977
T20973,0.0021201873,6.316465e-05,6.8529907e-06,0.0003139934,0.00048578216,0.0025591077,0.0077503356,9.258175e-05,0.0028105378,0.00047137565,0.002369474,0.00018704704,4.870436e-05,0.0037543417,0.0016958944,0.010743247,7.779874e-05,0.010992643,0.0001384368,0.0056246007,0.00074391335,0.0060794326,0.011362946,0.0003175551,0.00015186511,0.00096141483,0.06174457,0.00024843914,0.0021498166,0.31392393,2.2727034e-05,3.9346338e-05,0.00023745818,0.0006388756,0.011710447,0.00034552158,0.005366739,0.012820417,0.01391837,2.4803596e-06,0.0009279718,0.0010379248
T79232,6.448081e-05,0.0026088392,8.1549806e-05,4.232173e-05,0.22090954,0.00014011489,0.0006059483,0.0010626045,5.745013e-05,0.00016735199,3.4541074e-05,0.30214396,0.07039152,0.0009868643,0.013013512,0.045562103,0.33168808,0.006389392,0.0036226714,4.6395402e-05,0.00017405009,0.00080646545,1.8847039e-06,1.6048193e-06,0.000915155,0.001063821,0.0016832366,0.05962231,0.013142046,0.00960722,0.00028635483,0.026528835,0.0057192384,0.023609681,5.74137e-05,0.047254696,0.0010620538,0.00068908336,2.6745525e-05,0.0006187096,0.095830426,3.959514e-06
T59045,0.033857696,3.540926e-05,0.004852453,0.04309025,0.0008201935,0.114710204,0.0031590054,0.010913197,0.12476666,0.048516735,0.048074216,3.787191e-05,9.37105e-05,0.0013164781,2.39805e-05,0.00023426354,0.00019129629,8.245091e-05,4.3183012e-05,0.935896,0.004438596,0.04697351,0.3490812,0.11725377,5.3817617e-05,1.154107e-05,0.009529657,0.00045346917,0.00015005043,0.015355807,0.0013673146,0.00091761985,0.019535245,0.00030202803,0.18213786,7.0540996e-06,0.0015095667,0.0020267956,0.28136566,8.90211e-06,0.00019050522,0.057132088
T13259,2.2406564e-06,7.888771e-09,0.00033802807,0.00055884494,0.0010612094,0.002281153,5.3775307e-06,0.0019032847,0.00053474586,0.0007185127,0.00073243276,1.2913018e-06,3.251713e-07,1.717802e-05,0.0047286856,0.00061860937,0.00083597394,0.004532283,1.5226239e-07,0.31251967,3.5370128e-08,0.0014354044,0.0015808257,4.0305863e-06,0.0003168798,2.3923234e-05,1.4017901e-05,7.941529e-06,3.208598e-05,0.0017229181,2.0255182e-08,2.2320433e-05,0.0016461695,2.2685159e-05,0.0043770014,1.1443975e-07,2.4747578e-05,3.0931835e-05,0.0004591525,9.060949e-11,7.025124e-07,1.0869594e-06
T16987,0.0018350633,6.835785e-05,1.5888507e-07,0.00046686857,9.347732e-08,1.881295e-05,0.6967115,0.0049735075,0.00061231846,0.00026501215,0.00013456865,6.359611e-06,5.9056305e-07,0.108500175,0.00095985795,0.00023245024,0.00052999606,0.00043492767,7.1462566e-08,0.00048323718,2.9624417e-07,0.00041371776,0.86875284,0.063947536,1.6007229e-07,1.3457695e-06,0.0006285641,0.0052296426,6.4342375e-06,0.009083728,8.563911e-06,0.0068837483,2.832053e-05,7.269126e-06,0.00012566279,6.6893026e-06,0.011643218,0.3511909,0.009624158,8.648842e-05,1.4249134e-05,0.06771207
T64567,0.0053523206,3.479385e-05,4.1460386e-05,0.0007076383,6.0332245e-06,0.0016231805,0.9739578,0.0031363755,0.001395026,0.002387448,0.0005675799,5.5157925e-05,7.214439e-05,0.931841,0.0425211,0.19093807,0.025505686,0.092295244,1.9965737e-06,0.06412653,2.2342943e-05,0.0066728205,0.28072673,0.035252754,0.00015310242,0.0012468754,0.01074412,0.002020973,0.0025861852,0.01950689,6.557867e-05,0.0033759514,0.001914746,0.0047323722,0.0008712008,3.1455477e-06,0.902611,0.9431437,0.09129501,0.0001403382,2.0767418e-05,0.070809774
T55959,4.5070465e-05,0.025614852,6.0587563e-06,0.00017562663,0.020030022,4.0035047e-05,0.00083431316,0.13266477,0.00037357243,0.00014585991,8.798583e-06,0.002136456,0.00031687436,0.0018522994,0.0008074393,0.0042374744,0.016544236,0.007806376,0.0006033505,0.00024900024,6.852251e-07,0.0008802954,0.024451554,0.00021240926,0.41535622,0.007048143,2.5343352e-05,0.00056200294,0.0025919038,0.0026092157,0.005262709,0.00043750452,0.0003560092,0.96518964,0.00031823065,0.018875077,0.02090718,0.0024463036,1.073652e-05,0.036926165,0.09414023,3.794566e-05
T83011,0.0012016005,0.019617798,0.0001760411,0.005536422,0.0054995953,0.0049928,0.35960725,0.59000725,0.030603515,0.0108871125,0.004941987,0.0010434799,0.00015204534,0.14506842,0.0034679882,0.0048606456,0.0035475262,0.026307954,0.0026482453,0.031534474,0.00054711493,0.026301906,0.4381462,0.059073284,0.004888478,0.0038027652,0.0777654,0.013457364,8.5784006e-05,0.20654513,0.0029746378,0.004934132,0.0018823803,0.2697362,0.025383612,0.00108214,0.4929056,0.1212688,0.018441329,0.5533387,0.009886336,0.0027155613
T46521,0.00065095455,0.0018040524,4.171273e-06,0.010070417,0.0010297426,0.05371281,0.0007846316,0.009985249,0.023189925,0.014603162,0.017927717,0.8960192,0.024240712,6.495634e-05,0.0032001599,0.00027832325,0.010836865,9.082214e-05,0.00029155792,0.0016614033,2.0833631e-05,0.243871,0.03164747,0.00042352933,0.00012355234,0.00011751285,0.071569405,0.0012650905,0.0097981235,0.2077313,0.0012480298,0.00048785342,0.017494757,0.023972487,0.06554547,0.00020707163,0.0010920515,0.0006102744,0.01060547,0.0016173011,0.0010037248,0.00016754997
T14731,0.00077642105,0.0017398099,9.7633165e-05,0.00014114314,0.08318149,0.000642744,0.0053772056,0.042844042,0.00069980713,0.00022605536,0.00013827426,0.001455417,6.2383365e-06,0.0012300266,0.038068365,0.00767962,0.010500947,0.015955834,0.000544941,0.0017493904,4.1337444e-07,0.0014686749,0.09175444,0.002211922,0.00017654808,8.291373e-05,0.04492015,0.0024011494,0.00090132054,0.88256896,9.587496e-05,0.0035636278,7.8904966e-05,0.0015034082,0.0010378911,0.011398124,0.0058538164,0.0032332758,5.796035e-05,0.006235953,0.0009772363,0.0005597
T64682,0.0016030846,0.0005241905,6.5647866e-05,1.3770904e-05,0.0052428665,0.008281636,0.0011039348,3.0189343e-05,0.00059501734,4.2113268e-05,7.068212e-05,0.015968356,4.158134e-06,0.00014326819,0.0011000591,0.00079102337,0.0004650683,0.0005268712,0.00022822124,1.5331383e-05,0.000707343,0.0010167494,0.0007026159,2.0404823e-05,4.794277e-05,0.0004701925,0.00036484926,0.0012271467,0.0050781723,0.008115165,3.6358026e-05,0.00015041501,0.0032143875,0.002048092,0.00076897227,0.005142523,0.0020607272,0.0030255879,0.0056359675,0.00011554501,0.0016321393,5.9788235e-05
T58970,0.00019368556,0.00013159326,3.406498e-05,0.0010888136,0.00052758557,0.011992041,0.0002538014,2.7884766e-06,0.010777413,0.0068147248,0.010536262,0.00049221143,0.00033887586,0.0001861393,0.00010980974,0.0013016583,0.00011598215,0.00067529717,0.00030965963,7.341561e-05,0.0041661174,0.00090764917,0.00083166134,3.310032e-06,0.00021543712,0.0009871654,0.00012701385,0.0002811524,0.0013556457,0.058208793,5.8543177e-05,3.2015865e-05,0.00017396695,0.044956554,0.0057587014,0.000309981,0.0005343946,0.00019155438,0.0096917385,2.7005226e-05,0.0007868658,1.2380889e-05
